iter	Logloss
519	0.2942481946
520	0.2941387814
521	0.2940172378
522	0.2938400212
523	0.2937357388
524	0.2936161563
525	0.2934992311
526	0.2932616781
527	0.2930504555
528	0.2928991945
529	0.2927361978
530	0.2925683075
531	0.2924697778
532	0.2923596262
533	0.2922981778
534	0.2922006303
535	0.2920663748
536	0.2919331764
537	0.2918392091
538	0.2916655212
539	0.2914547765
540	0.291361075
541	0.2912450623
542	0.2910722901
543	0.2908715083
544	0.2906639147
545	0.2904599168
546	0.2903754229
547	0.2903100579
548	0.2901959455
549	0.2900320641
550	0.2898546419
551	0.2897499123
552	0.2896335515
553	0.2894834911
554	0.2892993501
555	0.2892024797
556	0.2890248048
557	0.2888707315
558	0.2887200129
559	0.2885442942
560	0.2884504376
561	0.2882793276
562	0.2881294906
563	0.2880312428
564	0.2878300936
565	0.2876538901
566	0.287478121
567	0.2873277044
568	0.2872654672
569	0.2871053827
570	0.2869265356
571	0.2868113397
572	0.2866085047
573	0.2865088727
574	0.2863822503
575	0.2862751858
576	0.2861136905
577	0.2859621306
578	0.2857827216
579	0.2856718528
580	0.2854963372
581	0.2853005195
582	0.2851874872
583	0.2850823103
584	0.2849712
585	0.2847963537
586	0.2846521078
587	0.2844744711
588	0.2843040152
589	0.2841855527
590	0.2840395009
591	0.283896466
592	0.2837844959
593	0.28368231
594	0.283575085
595	0.2834402655
596	0.2833417301
597	0.2831916234
598	0.2830423771
599	0.2829056655
